name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,price_per_kilometer
Maruti Celerio VXI AT,11,325000,65204,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998.0,67.04,5.0,14069.264069264069
Hyundai Venue SX Plus Dual Tone Turbo DCT,6,1150000,2286,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998.0,118.35,5.0,63360.88154269973
Maruti Swift AMT ZXI,7,655000,15732,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,29772.727272727272
Mahindra Thar DI 4X4,6,890000,13000,Diesel,Dealer,Manual,First Owner,18.06,2523.0,63,7.0,49280.17718715393
Maruti Ignis 1.2 Zeta BSIV,7,525000,33000,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,5.0,25131.64193393968
Hyundai i10 Magna 1.1L,11,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,15143.866733972742
BMW 3 Series 320d GT Luxury Line,8,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995.0,187.74,5.0,150587.03420112302
Honda City i VTEC VX,7,925000,28900,Petrol,Dealer,Manual,First Owner,17.8,1497.0,117.3,5.0,51966.292134831456
Honda City 1.5 S MT,8,675000,49523,Petrol,Dealer,Manual,First Owner,17.0,1497.0,118,5.0,39705.882352941175
Maruti Vitara Brezza VDi,7,745000,48000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,30658.43621399177
Maruti Vitara Brezza ZDi,7,835000,17000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,34362.13991769547
Volkswagen Polo 1.5 TDI Comfortline,6,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88,5.0,34508.44091360477
Maruti Vitara Brezza LDi Option,7,725000,36521,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,29835.390946502055
Maruti Swift Dzire VXI 1.2 BS IV,8,620000,90000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,28181.81818181818
Maruti Zen Classic,27,58000,80000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60,5.0,3352.601156069364
Nissan Sunny Diesel XL,11,335000,71000,Diesel,Dealer,Manual,First Owner,21.64,1461.0,84.8,5.0,15480.591497227357
Mahindra XUV500 W6 2WD,14,475000,108000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140,7.0,29687.5
Renault Duster 85PS Diesel RxL,10,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5.0,24408.605938600904
Maruti Ciaz ZXi Plus,10,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,29425.95272551857
Hyundai Creta 1.6 CRDi SX Option,10,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,50838.84087442806
Renault KWID Climber 1.0 MT BSIV,6,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67,5.0,13037.809647979138
Hyundai Creta 1.6 SX Option Executive,7,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0,88924.05063291139
Maruti Ciaz Delta BSIV,7,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462.0,103.25,5.0,30148.423005565863
Hyundai Creta 1.6 CRDi SX,10,850000,108000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,43213.01474326385
Audi Q5 3.0 TDI Quattro,11,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22,2967.0,241.4,5.0,139939.4856278366
Hyundai i10 Magna,13,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,13113.948919449902
Hyundai EON Magna Plus,12,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,10189.573459715639
Tata Hexa XT,8,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,72840.90909090909
Maruti Alto 800 LX,8,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,11417.004048582996
Toyota Innova 2.5 GX 8 STR,13,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102,8.0,47656.25
Mahindra Thar CRDe,7,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105,6.0,54380.664652567975
Mahindra Scorpio 1.99 S4,10,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120,7.0,51948.05194805194
Hyundai i20 Asta 1.4 CRDi,12,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,5.0,17865.538316878232
Mahindra Scorpio LX,13,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120,9.0,37344.39834024896
Maruti SX4 Celebration Diesel,14,242000,120000,Diesel,Individual,Manual,First Owner,21.5,1248.0,88.8,5.0,11255.813953488372
Renault KWID RXT,8,350000,35000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0,13905.44298768375
Tata Tigor 1.2 Revotron XT,7,400000,22000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84,5.0,19704.433497536946
Maruti Wagon R VXI Optional,8,400000,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,19502.681618722574
Chevrolet Sail 1.3 LS,12,246000,56000,Diesel,Dealer,Manual,First Owner,22.1,1248.0,74,5.0,11131.221719457013
Tata Indigo CS LS (TDI) BS-III,11,221000,65000,Diesel,Dealer,Manual,First Owner,19.09,1405.0,69.01,5.0,11576.741749607125
Ford Endeavour 2.5L 4X2,12,700000,62000,Diesel,Dealer,Manual,First Owner,13.1,2499.0,141,7.0,53435.114503816796
Toyota Fortuner 4x4 AT,9,1750000,52000,Diesel,Dealer,Automatic,First Owner,12.55,2982.0,168.5,7.0,139442.2310756972
Hyundai Xcent 1.2 CRDi SX,8,550000,49000,Diesel,Dealer,Manual,First Owner,25.4,1186.0,73.97,5.0,21653.543307086617
Maruti Ciaz VDi Plus SHVS,10,550000,50000,Diesel,Dealer,Manual,Second Owner,28.09,1248.0,88.5,5.0,19579.92168031328
Maruti Swift VDI,12,375000,65000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74,5.0,13204.225352112677
Hyundai Xcent 1.1 CRDi Base,10,391000,55000,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71,5.0,16024.590163934427
Mercedes-Benz B Class B200 CDI Sport,10,2051000,35000,Diesel,Dealer,Automatic,Second Owner,19.7,2143.0,134.1,5.0,104111.67512690356
Tata Aria Pure LX 4x2,11,525000,78000,Diesel,Dealer,Manual,Second Owner,15.05,2179.0,147.9,7.0,34883.72093023256
Hyundai Verna CRDi SX,18,212000,58000,Diesel,Dealer,Manual,Second Owner,16.8,1493.0,110,5.0,12619.047619047618
Chevrolet Beat Diesel LT,14,221000,56000,Diesel,Dealer,Manual,Second Owner,25.44,936.0,57.6,5.0,8687.106918238993
Fiat Linea Emotion (Diesel),15,265000,61000,Diesel,Dealer,Manual,Second Owner,20.4,1248.0,91.7,5.0,12990.196078431374
Renault Scala Diesel RxL,12,399000,61000,Diesel,Dealer,Manual,Second Owner,21.64,1461.0,84.8,5.0,18438.07763401109
Hyundai Getz 1.5 CRDi GVS,17,175000,61000,Diesel,Dealer,Manual,Second Owner,17.1,1493.0,110,5.0,10233.91812865497
Skoda Rapid 1.6 TDI Elegance,14,411000,64481,Diesel,Dealer,Manual,Second Owner,20.5,1598.0,103.5,5.0,20048.780487804877
Volkswagen Vento Diesel Comfortline,14,365000,65000,Diesel,Dealer,Manual,Second Owner,20.54,1598.0,103.6,5.0,17770.20447906524
BMW 5 Series 520d Sport Line,16,975000,80000,Diesel,Dealer,Automatic,Second Owner,22.48,1995.0,187.74,5.0,43371.88612099644
Nissan Sunny XV D,10,499000,61000,Diesel,Dealer,Manual,Second Owner,22.71,1461.0,84.8,5.0,21972.699251431088
Mercedes-Benz M-Class ML 350 CDI,11,2575000,70000,Diesel,Individual,Automatic,First Owner,11.74,2987.0,254.8,5.0,219335.60477001703
Chevrolet Spark 1.0,16,145000,30000,Petrol,Individual,Manual,First Owner,18.0,995.0,62,5.0,8055.555555555556
Tata Indica Vista Aqua TDI BSIII,14,200000,200000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71,5.0,11764.70588235294
Audi Q3 2.0 TDI Quattro Premium Plus,11,1200000,230000,Diesel,Individual,Automatic,First Owner,15.73,1968.0,174.33,5.0,76287.34901462174
Hyundai EON 1.0 Magna Plus Option O,9,280000,100000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,13793.103448275862
Mahindra Scorpio VLS AT 2.2 mHAWK,14,450000,95000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120,8.0,38167.938931297715
Honda City 2017-2020 EXi,19,150000,140000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78,5.0,8474.57627118644
Honda Mobilio S i VTEC,8,600000,70000,Petrol,Individual,Manual,First Owner,17.3,1497.0,117.3,7.0,34682.08092485549
Renault KWID RXT Optional,9,275000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,10925.705204608661
Tata Manza Aura Quadrajet,15,110000,88000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90,5.0,5851.063829787234
Mahindra XUV500 W8 4WD,13,500000,200000,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179.0,140,7.0,33112.58278145696
Mahindra XUV500 W8 4WD,13,700000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140,7.0,46357.615894039736
BMW 3 Series 320d Corporate Edition,13,900000,155000,Diesel,Individual,Automatic,Second Owner,16.07,1995.0,181,4.0,56004.97822028625
Maruti Wagon R VXI,20,150000,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,7936.507936507937
Nissan Sunny XV,12,275000,80000,Petrol,Individual,Manual,Third Owner,16.95,1498.0,97.7,5.0,16224.188790560473
Maruti Swift VDI,11,455000,40000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74,5.0,16021.12676056338
Hyundai Creta 1.6 CRDi SX Plus,10,900000,50000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,45754.956786985254
Maruti Swift VDI BSIV,11,455000,40000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74,5.0,18055.555555555555
Honda City i DTec SV,8,650000,47000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,25000.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,7,551000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,29153.439153439154
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,8,650000,49060,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.495,5.0,29545.454545454544
Hyundai i20 Asta 1.2,10,600000,60000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,32258.06451612903
Maruti Alto 800 LXI,12,235000,18000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,10334.212840809148
Ford Ecosport 1.5 DV5 MT Trend,7,800000,37161,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,35242.29074889868
Hyundai Creta 1.6 CRDi SX Option,9,1050000,80000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,53380.78291814946
Tata Nano LX SE,13,45000,28000,Petrol,Individual,Manual,Second Owner,25.4,624.0,37.5,4.0,1771.6535433070867
Hyundai Verna 1.6 SX VTVT AT,12,450000,100000,Petrol,Individual,Automatic,Second Owner,15.74,1591.0,121.3,5.0,28589.580686149937
Volkswagen Polo 1.5 TDI Highline,11,391000,120000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,19414.101290963255
Chevrolet Enjoy TCDi LT 7 Seater,12,380000,70000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.8,7.0,20879.12087912088
Maruti Wagon R LXI Minor,15,170000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67,5.0,8994.708994708995
Tata Sumo MKII GX BS IV,14,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179.0,118.35,7.0,18450.18450184502
Toyota Innova Crysta 2.5 VX BS IV,14,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102,7.0,62500.0
Toyota Fortuner 4x2 Manual,11,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,7.0,106153.84615384616
Mahindra Thar CRDe AC,11,700000,24000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105,6.0,42296.07250755287
Honda Mobilio S i DTEC,9,450000,100000,Diesel,Individual,Manual,Second Owner,24.2,1498.0,98.6,7.0,18595.04132231405
Mahindra KUV 100 G80 K8,7,650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82,6.0,35812.672176308544
Mahindra XUV500 W8 2WD,12,950000,49700,Diesel,Individual,Manual,First Owner,15.1,2179.0,140,7.0,62913.90728476821
Toyota Innova 2.5 E Diesel MS 7-seater,18,626000,80000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102,7.0,48906.25
Toyota Qualis Fleet A3,25,200000,100000,Diesel,Individual,Manual,First Owner,19.41878335651954,,,,10299.306415242192
Maruti Swift Dzire AMT VXI,6,600000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,28288.543140028287
Renault KWID RXT Optional,6,290000,21000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,11521.652761223679
Maruti Alto K10 2010-2014 VXI,12,215000,25000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,10277.246653919694
Renault KWID RXT Optional,9,250000,22000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9932.459276916963
Maruti Ertiga SHVS ZDI Plus,8,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,30587.27569331158
Maruti Alto K10 VXI,9,250000,20000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,10438.413361169103
Honda BRV i-VTEC V CVT,8,950000,15000,Petrol,Individual,Automatic,First Owner,15.4,1497.0,117.3,7.0,61688.31168831169
Ford Figo Aspire 1.5 TDCi Titanium,7,793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99,5.0,30700.735578784363
Hyundai Creta 1.6 CRDi SX Option,10,750000,74000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,38129.13065582104
Honda Jazz V CVT,8,725000,6550,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,39835.16483516484
Hyundai Grand i10 CRDi Sportz,9,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70,5.0,20000.0
Jaguar XE 2016-2019 2.0L Diesel Prestige,8,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177,5.0,199338.23529411765
Jaguar XF 2.0 Diesel Portfolio,8,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177,5.0,165545.78375581998
Tata Safari Storme EX,10,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,35673.75886524823
Volvo XC40 D4 Inscription BSIV,6,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190,5.0,211111.11111111112
Toyota Camry 2.5 Hybrid,9,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,104384.13361169102
Maruti Wagon R LXI,12,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,10325.837540156035
Maruti Baleno Alpha 1.3,7,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74,5.0,27017.15954728003
Honda Jazz VX,9,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,30219.78021978022
Toyota Innova 2.5 VX (Diesel) 7 Seater,12,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,57736.72055427251
Maruti Swift AMT VVT VXI,6,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,29545.454545454544
Toyota Etios VX,8,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,37246.722288438614
Maruti Swift AMT ZXI,7,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,27272.727272727272
Hyundai Grand i10 1.2 CRDi Sportz,8,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,18750.0
Honda Amaze V CVT Petrol BSIV,6,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,41000.0
Skoda Rapid 1.6 MPI AT Elegance,9,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,45104.895104895106
Volvo V40 D3 R-Design,7,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150,5.0,147321.42857142858
Hyundai Verna VTVT 1.6 AT SX Option,8,990000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591.0,121.3,5.0,58235.294117647056
Maruti Swift Dzire VDI,13,370000,68000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74,5.0,15811.965811965812
Chevrolet Sail Hatchback 1.2 LS,11,300000,60175,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.5,5.0,16483.516483516483
Hyundai EON Era,13,250000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,11848.341232227487
Ford Figo Aspire 1.5 TDCi Titanium,8,700000,49957,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99,5.0,27100.27100271003
Ford Figo 1.5 Sports Edition MT,8,600000,43235,Diesel,Dealer,Manual,First Owner,24.29,1498.0,99,5.0,24701.523260601072
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,7,925000,50699,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,40623.62758014932
Hyundai i20 Active 1.4 SX,9,700000,111000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0,33034.45021236432
Maruti Baleno RS 1.0 Petrol,7,700000,48000,Petrol,Individual,Manual,Second Owner,21.1,998.0,100.5,5.0,33175.355450236966
Maruti Swift Vdi BSIII,18,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75,5.0,10393.258426966291
Tata Sumo Gold EX,10,434999,80000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,28431.307189542484
Ford Figo 1.2P Titanium MT,8,400000,100000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,22026.431718061674
Ford Figo Diesel Titanium,14,180000,90000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68,5.0,9000.0
Maruti Swift Dzire VDI,10,600000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74,5.0,22564.87401278676
Toyota Etios Liva GD,11,320000,90000,Diesel,Individual,Manual,Third Owner,23.59,1364.0,67.06,5.0,13565.069944891904
Toyota Innova Crysta 2.4 VX MT 8S BSIV,9,1689999,120000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,8.0,123537.93859649124
Volkswagen Vento Petrol Highline AT,14,250000,140000,Petrol,Individual,Automatic,Second Owner,14.4,1598.0,103.6,5.0,17361.11111111111
Tata Tigor 2017-2020 XZ Plus,6,650000,20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,32019.704433497536
Toyota Corolla Altis 1.8 J,16,340000,82000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138,5.0,23399.86235375086
Ambassador Grand 2000 DSZ PW CL,17,200000,80000,Diesel,Individual,Manual,Third Owner,13.5,1995.0,52,5.0,14814.814814814816
Maruti Vitara Brezza ZDi Plus,8,869999,40000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,35802.42798353909
Maruti Ertiga SHVS ZDI Plus,8,795000,120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,32422.51223491028
Maruti Vitara Brezza ZDi Plus,8,869999,60000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,35802.42798353909
Maruti Ritz LDi,15,200000,70000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,9478.67298578199
Hyundai Verna 1.6 CRDi SX,8,800000,45500,Diesel,Individual,Manual,Second Owner,23.9,1582.0,126.2,5.0,33472.803347280336
Toyota Innova 2.5 VX (Diesel) 8 Seater,11,1100000,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,84680.5234795997
Maruti Alto LXi,17,114999,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,5837.51269035533
Maruti Ertiga VDI,12,500000,92000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,24073.18247472316
Maruti Swift VDI BSIV,11,700000,141000,Diesel,Individual,Manual,Fourth & Above Owner,25.2,1248.0,74,5.0,27777.777777777777
Toyota Innova Crysta 2.8 ZX AT BSIV,9,1516000,120000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7.0,133450.70422535212
Datsun RediGO T Option,9,200000,35000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,8810.57268722467
Honda Amaze VX i-VTEC,10,450000,50000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0,25280.89887640449
Tata Nexon 1.5 Revotorq XM,7,850000,9500,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,39534.88372093023
Maruti Eeco 7 Seater Standard BSIV,6,359000,5500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73,7.0,23357.189329863373
Renault KWID RXT,8,320000,28000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,12713.547874453714
Tata Indica GLS BS IV,16,110000,113000,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5.0,7189.5424836601305
Maruti Eeco 5 STR With AC Plus HTR CNG,14,209000,1,CNG,Individual,Manual,Fourth & Above Owner,15.1,1196.0,73,5.0,13841.059602649008
Tata Manza Aura (ABS) Safire,15,169000,100000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90,5.0,11266.666666666666
Hyundai Grand i10 CRDi Magna,11,400000,50074,Diesel,Individual,Manual,First Owner,24.0,1120.0,70,5.0,16666.666666666668
Hyundai i20 Asta 1.4 CRDi,11,600000,100000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,26619.343389529728
Maruti Eeco 7 Seater Standard BSIV,8,350000,35000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73,7.0,22771.63305139883
Ford EcoSport 1.5 Diesel Titanium BSIV,7,990000,60000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,43043.47826086957
Mercedes-Benz E-Class E250 CDI Elegance,14,1600000,70000,Diesel,Individual,Automatic,First Owner,14.21,2143.0,203,5.0,112596.76284306825
Tata Hexa XT,8,1400000,70000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,79545.45454545454
Maruti Baleno Zeta Automatic,8,745000,10000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,34813.08411214953
Skoda Kodiaq 2.0 TDI Style,7,2800000,40000,Diesel,Individual,Automatic,First Owner,16.25,1968.0,148,7.0,172307.6923076923
Maruti Swift LDI SP Limited Edition,10,500000,35000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74,5.0,19841.26984126984
Maruti Wagon R VXI AMT Opt 1.2,6,540000,5000,Petrol,Individual,Automatic,First Owner,20.52,1197.0,81.8,5.0,26315.78947368421
Toyota Innova Crysta 2.4 VX MT BSIV,9,1850000,33000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,135233.91812865497
Tata Bolt Quadrajet XE,8,600000,27000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74,5.0,26143.790849673205
Ford Freestyle Titanium Petrol BSIV,7,690000,25000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0,36315.78947368421
Maruti Swift VDI BSIV,9,630000,30154,Diesel,Individual,Manual,First Owner,25.2,1248.0,74,5.0,25000.0
Hyundai Xcent 1.2 VTVT SX Option,7,640000,20000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,31777.557100297912
Ford Endeavour 2.2 Titanium AT 4X2,9,2100000,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198.0,158,7.0,166402.5356576862
